X,Y,Name,description
-102.32688141,31.87083435,Garcia Modem,"Network ID: 9C:57:BC:EA:F9:C6
Encryption: WPA2
Time: 2024-11-16T17:04:52.000-08:00
Signal: -84.0
Accuracy: 12.0
Type: WIFI"
-102.32693481,31.87101746,Garcia Modem,"Network ID: 9C:57:BC:EA:F9:C7
Encryption: WPA2
Time: 2024-11-16T17:04:56.000-08:00
Signal: -90.0
Accuracy: 19.0
Type: WIFI"
-102.32693481,31.87101746,(no SSID),"Network ID: 9C:57:BC:EA:F9:CA
Encryption: Unknown
Time: 2024-11-16T17:04:56.000-08:00
Signal: -89.0
Accuracy: 19.0
Type: WIFI"
-102.34403992,31.8359642,(no SSID),"Network ID: 9C:57:BC:EF:F9:A3
Encryption: WPA2
Time: 2024-10-28T16:39:34.000-07:00
Signal: -76.0
Accuracy: 3.0
Type: WIFI"
-102.34456635,31.83610153,(no SSID),"Network ID: 9C:57:BC:EF:F9:A4
Encryption: WPA2
Time: 2024-10-28T16:39:10.000-07:00
Signal: -92.0
Accuracy: 3.0
Type: WIFI"
-102.34361267,31.8362236,pando modem,"Network ID: 9C:57:BC:EF:F9:A6
Encryption: WPA2
Time: 2024-10-28T16:34:56.000-07:00
Signal: -80.0
Accuracy: 3.0
Type: WIFI"
-102.34456635,31.83610153,pando modem,"Network ID: 9C:57:BC:EF:F9:A7
Encryption: WPA2
Time: 2024-10-28T16:39:10.000-07:00
Signal: -91.0
Accuracy: 3.0
Type: WIFI"
-102.34463501,31.83598709,(no SSID),"Network ID: 9C:57:BC:EF:F9:A9
Encryption: Unknown
Time: 2024-10-28T16:39:22.000-07:00
Signal: -80.0
Accuracy: 3.0
Type: WIFI"
-102.34456635,31.83610153,(no SSID),"Network ID: 9C:57:BC:EF:F9:AA
Encryption: Unknown
Time: 2024-10-28T16:39:10.000-07:00
Signal: -91.0
Accuracy: 3.0
Type: WIFI"
-102.32339478,31.87213326,(no SSID),"Network ID: 9C:57:BC:F0:39:43
Encryption: WPA2
Time: 2024-11-16T15:31:06.000-08:00
Signal: -75.0
Accuracy: 13.0
Type: WIFI"
-102.32339478,31.87213326,(no SSID),"Network ID: 9C:57:BC:F0:39:44
Encryption: WPA2
Time: 2024-11-16T15:31:06.000-08:00
Signal: -90.0
Accuracy: 13.0
Type: WIFI"
-102.32339478,31.87213326,Prieto,"Network ID: 9C:57:BC:F0:39:46
Encryption: WPA2
Time: 2024-11-16T15:31:06.000-08:00
Signal: -74.0
Accuracy: 13.0
Type: WIFI"
-102.32339478,31.87213326,Prieto,"Network ID: 9C:57:BC:F0:39:47
Encryption: WPA2
Time: 2024-11-16T15:31:06.000-08:00
Signal: -88.0
Accuracy: 13.0
Type: WIFI"
-102.32373047,31.8718071,(no SSID),"Network ID: 9C:57:BC:F0:39:49
Encryption: Unknown
Time: 2024-11-16T15:31:14.000-08:00
Signal: -80.0
Accuracy: 13.0
Type: WIFI"
-102.32339478,31.87213326,(no SSID),"Network ID: 9C:57:BC:F0:39:4A
Encryption: Unknown
Time: 2024-11-16T15:31:06.000-08:00
Signal: -89.0
Accuracy: 13.0
Type: WIFI"
-102.32349396,31.87034416,(no SSID),"Network ID: 9C:57:BC:F6:61:03
Encryption: WPA2
Time: 2024-11-16T17:12:54.000-08:00
Signal: -67.0
Accuracy: 11.0
Type: WIFI"
-102.32423401,31.87078476,(no SSID),"Network ID: 9C:57:BC:F6:61:04
Encryption: WPA2
Time: 2024-11-16T17:11:25.000-08:00
Signal: -91.0
Accuracy: 38.0
Type: WIFI"
-102.32349396,31.87034416,Miller Wifi,"Network ID: 9C:57:BC:F6:61:06
Encryption: WPA2
Time: 2024-11-16T17:12:54.000-08:00
Signal: -67.0
Accuracy: 11.0
Type: WIFI"
-102.32423401,31.87078476,Miller Wifi,"Network ID: 9C:57:BC:F6:61:07
Encryption: WPA2
Time: 2024-11-16T17:11:25.000-08:00
Signal: -92.0
Accuracy: 38.0
Type: WIFI"
-102.32349396,31.87034416,(no SSID),"Network ID: 9C:57:BC:F6:61:09
Encryption: Unknown
Time: 2024-11-16T17:12:54.000-08:00
Signal: -67.0
Accuracy: 11.0
Type: WIFI"
-102.32423401,31.87078476,(no SSID),"Network ID: 9C:57:BC:F6:61:0A
Encryption: Unknown
Time: 2024-11-16T17:11:25.000-08:00
Signal: -92.0
Accuracy: 38.0
Type: WIFI"
-102.31835938,31.87454605,(no SSID),"Network ID: 9C:57:BC:FA:EC:83
Encryption: WPA2
Time: 2024-11-16T16:44:28.000-08:00
Signal: -71.0
Accuracy: 11.0
Type: WIFI"
-102.31835938,31.87454605,Parker#6,"Network ID: 9C:57:BC:FA:EC:86
Encryption: WPA2
Time: 2024-11-16T16:44:28.000-08:00
Signal: -72.0
Accuracy: 11.0
Type: WIFI"
-102.31835938,31.87454605,(no SSID),"Network ID: 9C:57:BC:FA:EC:89
Encryption: Unknown
Time: 2024-11-16T16:44:28.000-08:00
Signal: -71.0
Accuracy: 11.0
Type: WIFI"
-102.32545471,31.87755775,(no SSID),"Network ID: 9C:57:BC:FB:A1:43
Encryption: WPA2
Time: 2024-11-16T15:48:43.000-08:00
Signal: -72.0
Accuracy: 30.0
Type: WIFI"
-102.32527161,31.87812233,(no SSID),"Network ID: 9C:57:BC:FB:A1:44
Encryption: WPA2
Time: 2024-11-16T15:50:00.000-08:00
Signal: -77.0
Accuracy: 33.0
Type: WIFI"
-102.32545471,31.87755775,jward432,"Network ID: 9C:57:BC:FB:A1:46
Encryption: WPA2
Time: 2024-11-16T15:48:43.000-08:00
Signal: -72.0
Accuracy: 30.0
Type: WIFI"
-102.32545471,31.87755775,jward432,"Network ID: 9C:57:BC:FB:A1:47
Encryption: WPA2
Time: 2024-11-16T15:48:43.000-08:00
Signal: -87.0
Accuracy: 30.0
Type: WIFI"
-102.32545471,31.87755775,(no SSID),"Network ID: 9C:57:BC:FB:A1:49
Encryption: Unknown
Time: 2024-11-16T15:48:43.000-08:00
Signal: -72.0
Accuracy: 30.0
Type: WIFI"
-102.32527161,31.87812233,(no SSID),"Network ID: 9C:57:BC:FB:A1:4A
Encryption: Unknown
Time: 2024-11-16T15:50:00.000-08:00
Signal: -75.0
Accuracy: 33.0
Type: WIFI"
-102.32545471,31.87755775,jward432 Guest,"Network ID: 9C:57:BC:FB:A1:4F
Encryption: WPA2
Time: 2024-11-16T15:48:43.000-08:00
Signal: -72.0
Accuracy: 30.0
Type: WIFI"
-102.32545471,31.87755775,jward432 Guest,"Network ID: 9C:57:BC:FB:A1:50
Encryption: WPA2
Time: 2024-11-16T15:48:43.000-08:00
Signal: -86.0
Accuracy: 30.0
Type: WIFI"
-102.32436371,31.8726635,(no SSID),"Network ID: 9C:57:BC:FB:B5:83
Encryption: WPA2
Time: 2024-11-16T15:26:05.000-08:00
Signal: -72.0
Accuracy: 50.0
Type: WIFI"
-102.32444,31.87260437,(no SSID),"Network ID: 9C:57:BC:FB:B5:84
Encryption: WPA2
Time: 2024-11-16T15:25:59.000-08:00
Signal: -88.0
Accuracy: 103.0
Type: WIFI"
-102.32436371,31.8726635,Bohannan,"Network ID: 9C:57:BC:FB:B5:86
Encryption: WPA2
Time: 2024-11-16T15:26:05.000-08:00
Signal: -68.0
Accuracy: 50.0
Type: WIFI"
-102.32444,31.87260437,Bohannan,"Network ID: 9C:57:BC:FB:B5:87
Encryption: WPA2
Time: 2024-11-16T15:25:59.000-08:00
Signal: -88.0
Accuracy: 103.0
Type: WIFI"
-102.32436371,31.8726635,(no SSID),"Network ID: 9C:57:BC:FB:B5:89
Encryption: Unknown
Time: 2024-11-16T15:26:05.000-08:00
Signal: -72.0
Accuracy: 50.0
Type: WIFI"
-102.32444,31.87260437,(no SSID),"Network ID: 9C:57:BC:FB:B5:8A
Encryption: Unknown
Time: 2024-11-16T15:25:59.000-08:00
Signal: -88.0
Accuracy: 103.0
Type: WIFI"
-102.32446289,31.87259483,Bohannan Guest,"Network ID: 9C:57:BC:FB:B5:8F
Encryption: WPA2
Time: 2024-11-16T15:25:54.000-08:00
Signal: -82.0
Accuracy: 45.0
Type: WIFI"
-102.32444,31.87260437,Bohannan Guest,"Network ID: 9C:57:BC:FB:B5:90
Encryption: WPA2
Time: 2024-11-16T15:25:59.000-08:00
Signal: -89.0
Accuracy: 103.0
Type: WIFI"
-102.32543182,31.87784767,(no SSID),"Network ID: 9C:57:BC:FD:5B:03
Encryption: WPA2
Time: 2024-11-16T15:48:51.000-08:00
Signal: -77.0
Accuracy: 40.0
Type: WIFI"
-102.32544708,31.87796402,(no SSID),"Network ID: 9C:57:BC:FD:5B:04
Encryption: WPA2
Time: 2024-11-16T15:48:55.000-08:00
Signal: -75.0
Accuracy: 40.0
Type: WIFI"
-102.32542419,31.87773895,whitehouse,"Network ID: 9C:57:BC:FD:5B:06
Encryption: WPA2
Time: 2024-11-16T15:48:47.000-08:00
Signal: -83.0
Accuracy: 28.0
Type: WIFI"
-102.32544708,31.87796402,whitehouse,"Network ID: 9C:57:BC:FD:5B:07
Encryption: WPA2
Time: 2024-11-16T15:48:55.000-08:00
Signal: -75.0
Accuracy: 40.0
Type: WIFI"
-102.32542419,31.87773895,(no SSID),"Network ID: 9C:57:BC:FD:5B:09
Encryption: Unknown
Time: 2024-11-16T15:48:47.000-08:00
Signal: -83.0
Accuracy: 28.0
Type: WIFI"
-102.32544708,31.87796402,(no SSID),"Network ID: 9C:57:BC:FD:5B:0A
Encryption: Unknown
Time: 2024-11-16T15:48:55.000-08:00
Signal: -75.0
Accuracy: 40.0
Type: WIFI"
-102.32177734,31.85930061,IC3-224300194,"Network ID: 9C:65:F9:50:CF:A0
Encryption: WPA2
Time: 2024-10-28T16:46:02.000-07:00
Signal: -85.0
Accuracy: 9.0
Type: WIFI"
-102.3204422,31.87392426,Queen Bee,"Network ID: 9C:A5:70:60:D5:25
Encryption: WPA2
Time: 2024-11-16T15:32:53.000-08:00
Signal: -75.0
Accuracy: 11.0
Type: WIFI"
-102.3204422,31.87392426,Queen Bee {:?,"Network ID: 9C:A5:70:60:D5:2B
Encryption: WPA2
Time: 2024-11-16T15:32:53.000-08:00
Signal: -85.0
Accuracy: 11.0
Type: WIFI"
-102.3204422,31.87392426,Queen Bee,"Network ID: 9C:A5:70:61:C3:85
Encryption: WPA2
Time: 2024-11-16T15:32:53.000-08:00
Signal: -82.0
Accuracy: 11.0
Type: WIFI"
-102.3204422,31.87392426,(no SSID),"Network ID: 9C:A5:70:61:C3:87
Encryption: Unknown
Time: 2024-11-16T15:32:53.000-08:00
Signal: -82.0
Accuracy: 11.0
Type: WIFI"
-102.3204422,31.87392426,Queen Bee {:?,"Network ID: 9C:A5:70:61:C3:8B
Encryption: WPA2
Time: 2024-11-16T15:32:53.000-08:00
Signal: -83.0
Accuracy: 11.0
Type: WIFI"
-102.32039642,31.8736496,(no SSID),"Network ID: 9C:A5:70:76:76:23
Encryption: WPA2
Time: 2024-11-16T15:32:49.000-08:00
Signal: -81.0
Accuracy: 13.0
Type: WIFI"
-102.32039642,31.8736496,(no SSID),"Network ID: 9C:A5:70:76:76:24
Encryption: WPA2
Time: 2024-11-16T15:32:49.000-08:00
Signal: -90.0
Accuracy: 13.0
Type: WIFI"
-102.3204422,31.87392426,Queen Bee,"Network ID: 9C:A5:70:76:76:25
Encryption: WPA2
Time: 2024-11-16T15:32:53.000-08:00
Signal: -73.0
Accuracy: 11.0
Type: WIFI"
-102.32039642,31.8736496,Queen Bee,"Network ID: 9C:A5:70:76:76:26
Encryption: WPA2
Time: 2024-11-16T15:32:49.000-08:00
Signal: -91.0
Accuracy: 13.0
Type: WIFI"
-102.32039642,31.8736496,(no SSID),"Network ID: 9C:A5:70:76:76:27
Encryption: Unknown
Time: 2024-11-16T15:32:49.000-08:00
Signal: -83.0
Accuracy: 13.0
Type: WIFI"
-102.32039642,31.8736496,(no SSID),"Network ID: 9C:A5:70:76:76:28
Encryption: Unknown
Time: 2024-11-16T15:32:49.000-08:00
Signal: -90.0
Accuracy: 13.0
Type: WIFI"
-102.3204422,31.87392426,Queen Bee {:?,"Network ID: 9C:A5:70:76:76:2B
Encryption: WPA2
Time: 2024-11-16T15:32:53.000-08:00
Signal: -74.0
Accuracy: 11.0
Type: WIFI"
-102.32039642,31.8736496,Queen Bee {:?,"Network ID: 9C:A5:70:76:76:2C
Encryption: WPA2
Time: 2024-11-16T15:32:49.000-08:00
Signal: -90.0
Accuracy: 13.0
Type: WIFI"
-102.31882477,31.87792397,(no SSID),"Network ID: 9C:A5:70:CB:39:64
Encryption: WPA2
Time: 2024-11-16T16:35:46.000-08:00
Signal: -89.0
Accuracy: 12.0
Type: WIFI"
-102.31882477,31.87792397,TBH,"Network ID: 9C:A5:70:CB:39:65
Encryption: WPA2
Time: 2024-11-16T16:35:46.000-08:00
Signal: -75.0
Accuracy: 12.0
Type: WIFI"
-102.31882477,31.87792397,TBH,"Network ID: 9C:A5:70:CB:39:66
Encryption: WPA2
Time: 2024-11-16T16:35:46.000-08:00
Signal: -86.0
Accuracy: 12.0
Type: WIFI"
-102.31882477,31.87792397,(no SSID),"Network ID: 9C:A5:70:CB:39:68
Encryption: Unknown
Time: 2024-11-16T16:35:46.000-08:00
Signal: -89.0
Accuracy: 12.0
Type: WIFI"
-102.31693268,31.87825394,HP-Print-32-Officejet Pro 8620,"Network ID: 9C:B6:54:57:9E:32
Encryption: WPA2
Time: 2024-11-16T16:25:12.000-08:00
Signal: -77.0
Accuracy: 11.0
Type: WIFI"
-102.32141876,31.87449455,BLINK-1EM8,"Network ID: 9C:C8:E9:37:5F:6F
Encryption: Unknown
Time: 2024-11-16T15:33:14.000-08:00
Signal: -84.0
Accuracy: 15.0
Type: WIFI"
-102.32423401,31.87078476,ARRIS-52D5,"Network ID: 9C:C8:FC:20:79:D2
Encryption: WPA2
Time: 2024-11-16T17:11:25.000-08:00
Signal: -77.0
Accuracy: 38.0
Type: WIFI"
-102.32349396,31.87034416,ARRIS-52D5-5G,"Network ID: 9C:C8:FC:20:79:D3
Encryption: WPA2
Time: 2024-11-16T17:12:54.000-08:00
Signal: -80.0
Accuracy: 11.0
Type: WIFI"
-102.31679535,31.88182068,ARRIS-52D9,"Network ID: 9C:C8:FC:20:79:D6
Encryption: WPA2
Time: 2024-11-16T16:08:24.000-08:00
Signal: -83.0
Accuracy: 34.0
Type: WIFI"
-102.31600952,31.88260078,ARRIS-52D9-5G,"Network ID: 9C:C8:FC:20:79:D7
Encryption: WPA2
Time: 2024-11-16T16:12:28.000-08:00
Signal: -84.0
Accuracy: 13.0
Type: WIFI"
-102.31925201,31.87653923,kandc4eva,"Network ID: 9C:C9:EB:17:87:AC
Encryption: WPA2
Time: 2024-11-16T16:37:08.000-08:00
Signal: -87.0
Accuracy: 11.0
Type: WIFI"
-102.31944275,31.87668991,kandc4eva,"Network ID: 9C:C9:EB:17:8B:12
Encryption: WPA2
Time: 2024-11-16T16:37:12.000-08:00
Signal: -85.0
Accuracy: 11.0
Type: WIFI"
-102.31896973,31.87625122,kandc4eva,"Network ID: 9C:C9:EB:19:C0:7A
Encryption: WPA2
Time: 2024-11-16T16:37:00.000-08:00
Signal: -88.0
Accuracy: 11.0
Type: WIFI"
-102.32754517,31.87256622,NETGEAR55,"Network ID: 9C:C9:EB:42:78:EB
Encryption: WPA2
Time: 2024-11-16T17:05:13.000-08:00
Signal: -75.0
Accuracy: 12.0
Type: WIFI"
-102.3236618,31.87729836,NETGEAR30,"Network ID: 9C:C9:EB:8C:F0:B3
Encryption: WPA2
Time: 2024-11-16T15:38:36.000-08:00
Signal: -88.0
Accuracy: 3.0
Type: WIFI"
-102.32283783,31.87786865,NETGEAR30-5G,"Network ID: 9C:C9:EB:8C:F0:B4
Encryption: WPA2
Time: 2024-11-16T15:59:50.000-08:00
Signal: -88.0
Accuracy: 3.0
Type: WIFI"
-102.31623077,31.8782177,SimpliSafe,"Network ID: 9C:C9:EB:EA:05:09
Encryption: WPA2
Time: 2024-11-16T16:34:36.000-08:00
Signal: -63.0
Accuracy: 11.0
Type: WIFI"
-102.31647491,31.8781662,Guest,"Network ID: 9C:C9:EB:EA:05:0B
Encryption: WPA2
Time: 2024-11-16T16:34:32.000-08:00
Signal: -88.0
Accuracy: 13.0
Type: WIFI"
-102.31647491,31.8781662,SafeHouse,"Network ID: 9C:C9:EB:EA:05:0C
Encryption: WPA2
Time: 2024-11-16T16:34:32.000-08:00
Signal: -82.0
Accuracy: 14.0
Type: WIFI"
-102.32860565,31.87969971,(no SSID),"Network ID: 9E:18:88:73:D7:5F
Encryption: WPA2
Time: 2024-11-16T17:15:44.000-08:00
Signal: -70.0
Accuracy: 17.0
Type: WIFI"
-102.31729889,31.88173866,PhyTex Phones,"Network ID: 9E:18:88:BE:97:38
Encryption: WPA2
Time: 2024-11-16T16:07:47.000-08:00
Signal: -78.0
Accuracy: 19.0
Type: WIFI"
-102.32948303,31.87549973,Cisco47039,"Network ID: 9E:18:88:CC:95:0E
Encryption: WPA2
Time: 2024-11-16T17:06:35.000-08:00
Signal: -86.0
Accuracy: 3.0
Type: WIFI"
-102.31729889,31.88173866,PhyTex Phones,"Network ID: 9E:18:98:BE:97:38
Encryption: WPA2
Time: 2024-11-16T16:07:47.000-08:00
Signal: -90.0
Accuracy: 19.0
Type: WIFI"
-102.32888031,31.87581062,Cisco47039,"Network ID: 9E:18:98:CC:95:0E
Encryption: WPA2
Time: 2024-11-16T17:06:43.000-08:00
Signal: -89.0
Accuracy: 13.0
Type: WIFI"
-102.31938934,31.87220383,DIRECT-c4-HP M426 LaserJet,"Network ID: 9E:30:5B:7C:03:C4
Encryption: WPA2
Time: 2024-11-16T15:29:26.000-08:00
Signal: -84.0
Accuracy: 25.0
Type: WIFI"
-102.32219696,31.87944794,DIRECT-HKHL-L2370DW_BRf160,"Network ID: 9E:30:5B:80:F1:60
Encryption: WPA2
Time: 2024-11-16T15:57:42.000-08:00
Signal: -76.0
Accuracy: 29.0
Type: WIFI"
-102.32141876,31.87449455,Witte_NETGEAR_5GEXT,"Network ID: 9E:3D:CF:74:58:1F
Encryption: WPA2
Time: 2024-11-16T15:33:14.000-08:00
Signal: -88.0
Accuracy: 15.0
Type: WIFI"
-102.32176208,31.87169075,Ring-aeefe8,"Network ID: 9E:76:13:AE:EF:E8
Encryption: Unknown
Time: 2024-11-16T15:28:08.000-08:00
Signal: -86.0
Accuracy: 27.0
Type: WIFI"
-102.31723022,31.87202644,DIRECT-17-HP OfficeJet 5200,"Network ID: 9E:7B:EF:F8:08:17
Encryption: WPA2
Time: 2024-11-16T16:47:53.000-08:00
Signal: -80.0
Accuracy: 11.0
Type: WIFI"
-102.31597137,31.87648582,DIRECT-2F-HP ENVY 5000 series,"Network ID: 9E:7B:EF:FB:02:2F
Encryption: WPA2
Time: 2024-11-16T16:31:55.000-08:00
Signal: -80.0
Accuracy: 12.0
Type: WIFI"
-102.32398224,31.87295914,DIRECT-A3-HP ENVY 5000 series,"Network ID: 9E:7B:EF:FE:EE:A3
Encryption: WPA2
Time: 2024-11-16T15:26:11.000-08:00
Signal: -83.0
Accuracy: 37.0
Type: WIFI"
-102.32205963,31.87874031,(no SSID),"Network ID: 9E:8C:D7:2F:84:7D
Encryption: WPA2
Time: 2024-11-16T15:59:03.000-08:00
Signal: -76.0
Accuracy: 27.0
Type: WIFI"
-102.3265686,31.87630844,(no SSID),"Network ID: 9E:8C:D7:58:76:5D
Encryption: WPA2
Time: 2024-11-16T15:41:44.000-08:00
Signal: -86.0
Accuracy: 13.0
Type: WIFI"
-102.32398224,31.87295914,DIRECT-roku-NH1-4A27C9,"Network ID: 9E:8C:D7:58:AA:81
Encryption: WPA2
Time: 2024-11-16T15:26:11.000-08:00
Signal: -73.0
Accuracy: 37.0
Type: WIFI"
-102.32254791,31.87892342,(no SSID),"Network ID: 9E:8C:D7:8F:4B:B0
Encryption: WPA2
Time: 2024-11-16T16:00:50.000-08:00
Signal: -92.0
Accuracy: 26.0
Type: WIFI"
-102.32219696,31.87944794,(no SSID),"Network ID: 9E:8C:D7:A3:3E:1B
Encryption: WPA2
Time: 2024-11-16T15:57:42.000-08:00
Signal: -85.0
Accuracy: 17.0
Type: WIFI"
-102.31267548,31.8775692,DIRECT-roku-PWY-F4AEBB,"Network ID: 9E:8C:D7:F6:E8:55
Encryption: WPA2
Time: 2024-11-16T16:23:25.000-08:00
Signal: -88.0
Accuracy: 19.0
Type: WIFI"
-102.31648254,31.88238716,DIRECT-yb-ALC8055,"Network ID: 9E:93:4E:B9:12:EE
Encryption: WPA2
Time: 2024-11-16T16:12:11.000-08:00
Signal: -78.0
Accuracy: 13.0
Type: WIFI"
-102.32272339,31.87950134,(no SSID),"Network ID: 9E:95:61:4F:B7:27
Encryption: WPA2
Time: 2024-11-16T15:57:33.000-08:00
Signal: -92.0
Accuracy: 30.0
Type: WIFI"
-102.32243347,31.87848091,(no SSID),"Network ID: 9E:95:61:E7:18:87
Encryption: WPA2
Time: 2024-11-16T15:59:15.000-08:00
Signal: -82.0
Accuracy: 24.0
Type: WIFI"
-102.31871033,31.87735939,DIRECT-D3CE47A4,"Network ID: 9E:AE:D3:CE:C7:A4
Encryption: WPA2
Time: 2024-11-16T16:36:03.000-08:00
Signal: -84.0
Accuracy: 21.0
Type: WIFI"
-102.32073975,31.88074875,DIRECT-D3D0910A,"Network ID: 9E:AE:D3:D0:11:0A
Encryption: WPA2
Time: 2024-11-16T16:03:12.000-08:00
Signal: -77.0
Accuracy: 38.0
Type: WIFI"
-102.32194519,31.87171936,DIRECT-D3D0CBD1,"Network ID: 9E:AE:D3:D0:4B:D1
Encryption: WPA2
Time: 2024-11-16T15:28:00.000-08:00
Signal: -86.0
Accuracy: 24.0
Type: WIFI"
-102.31751251,31.87388039,NETGEAR31,"Network ID: A0:04:60:43:9B:5C
Encryption: WPA2
Time: 2024-11-16T16:45:13.000-08:00
Signal: -65.0
Accuracy: 12.0
Type: WIFI"
-102.32252502,31.86975288,NETGEAR11,"Network ID: A0:04:60:78:CC:C0
Encryption: WPA2
Time: 2024-11-16T16:58:13.000-08:00
Signal: -78.0
Accuracy: 11.0
Type: WIFI"
-102.32281494,31.86960793,NTGR_VMB_1519353114,"Network ID: A0:04:60:80:DC:DC
Encryption: WPA2
Time: 2024-11-16T16:58:37.000-08:00
Signal: -86.0
Accuracy: 9.0
Type: WIFI"
-102.31958008,31.88132858,NTGR_VMB_1534535667,"Network ID: A0:04:60:81:37:AE
Encryption: WPA2
Time: 2024-11-16T16:06:00.000-08:00
Signal: -87.0
Accuracy: 13.0
Type: WIFI"
-102.32035828,31.87298012,NETGEAR03,"Network ID: A0:04:60:82:7D:3A
Encryption: WPA2
Time: 2024-11-16T15:30:06.000-08:00
Signal: -83.0
Accuracy: 11.0
Type: WIFI"
-102.32006073,31.87581444,NTGR_VMB_1533869573,"Network ID: A0:04:60:82:8F:4C
Encryption: WPA2
Time: 2024-11-16T16:43:23.000-08:00
Signal: -84.0
Accuracy: 11.0
Type: WIFI"
-102.31739807,31.88196182,mycci5G89,"Network ID: A0:04:60:82:BB:88
Encryption: WPA2
Time: 2024-11-16T16:07:39.000-08:00
Signal: -82.0
Accuracy: 21.0
Type: WIFI"
-102.31822968,31.88162422,mycci89,"Network ID: A0:04:60:82:BB:89
Encryption: WPA2
Time: 2024-11-16T16:07:09.000-08:00
Signal: -84.0
Accuracy: 19.0
Type: WIFI"
-102.32611084,31.86930656,J's Main Hoe_2GEXT,"Network ID: A0:04:60:88:B4:F7
Encryption: WPA2
Time: 2024-11-16T17:04:20.000-08:00
Signal: -85.0
Accuracy: 11.0
Type: WIFI"
-102.32655334,31.86980057,NETGEAR_EXT,"Network ID: A0:04:60:C5:FD:3C
Encryption: WEP
Time: 2024-11-16T17:04:36.000-08:00
Signal: -87.0
Accuracy: 11.0
Type: WIFI"
-102.32596588,31.8692894,J's Main Hoe_2GEXT,"Network ID: A0:04:60:C5:FD:7B
Encryption: WPA2
Time: 2024-11-16T17:04:16.000-08:00
Signal: -90.0
Accuracy: 11.0
Type: WIFI"
-102.32032776,31.87611389,NTGR_VMB_1506046309,"Network ID: A0:04:60:EE:03:4A
Encryption: WPA2
Time: 2024-11-16T16:39:49.000-08:00
Signal: -86.0
Accuracy: 11.0
Type: WIFI"
-102.32037354,31.85210609,NTGR_VMB_1462061036,"Network ID: A0:04:60:EE:63:70
Encryption: WPA2
Time: 2024-10-28T16:44:34.000-07:00
Signal: -88.0
Accuracy: 9.0
Type: WIFI"
-102.31974792,31.86694908,P USA PSD 153,"Network ID: A0:0A:BF:26:E3:25
Encryption: WPA2
Time: 2024-10-28T16:47:47.000-07:00
Signal: -88.0
Accuracy: 9.0
Type: WIFI"
-102.31648254,31.88238716,Employee wifi,"Network ID: A0:21:B7:78:DB:E0
Encryption: WPA2
Time: 2024-11-16T16:12:11.000-08:00
Signal: -89.0
Accuracy: 13.0
Type: WIFI"
-102.3190918,31.88078117,NSA,"Network ID: A0:21:B7:9F:1D:46
Encryption: WPA2
Time: 2024-11-16T16:10:59.000-08:00
Signal: -85.0
Accuracy: 19.0
Type: WIFI"
-102.31822968,31.88162422,NSA5G,"Network ID: A0:21:B7:9F:1D:48
Encryption: WPA2
Time: 2024-11-16T16:07:09.000-08:00
Signal: -89.0
Accuracy: 19.0
Type: WIFI"
-102.32608795,31.87260818,HP-Print-E2-Officejet Pro 8610,"Network ID: A0:2B:B8:70:27:E2
Encryption: WPA2
Time: 2024-11-16T17:07:44.000-08:00
Signal: -85.0
Accuracy: 11.0
Type: WIFI"
-102.31967926,31.8793354,ATTTDcVSKI,"Network ID: A0:2D:13:2E:BE:51
Encryption: WPA2
Time: 2024-11-16T16:38:05.000-08:00
Signal: -57.0
Accuracy: 13.0
Type: WIFI"
-102.31960297,31.87916946,ATTTDcVSKI,"Network ID: A0:2D:13:2E:BE:52
Encryption: WPA2
Time: 2024-11-16T16:38:01.000-08:00
Signal: -84.0
Accuracy: 14.0
Type: WIFI"
-102.31960297,31.87916946,ATTTDcVSKI,"Network ID: A0:2D:13:2E:BE:53
Encryption: WPA2
Time: 2024-11-16T16:38:01.000-08:00
Signal: -82.0
Accuracy: 14.0
Type: WIFI"
-102.31967926,31.87921524,ATTTDcVSKI,"Network ID: A0:2D:13:2E:C0:B8
Encryption: WPA2
Time: 2024-11-16T16:38:17.000-08:00
Signal: -74.0
Accuracy: 13.0
Type: WIFI"
-102.31960297,31.87916946,ATTTDcVSKI,"Network ID: A0:2D:13:2E:C0:B9
Encryption: WPA2
Time: 2024-11-16T16:38:01.000-08:00
Signal: -88.0
Accuracy: 14.0
Type: WIFI"
-102.31960297,31.87916946,ATTTDcVSKI,"Network ID: A0:2D:13:2E:C0:BA
Encryption: WPA2
Time: 2024-11-16T16:38:01.000-08:00
Signal: -90.0
Accuracy: 14.0
Type: WIFI"
-102.32595062,31.87188721,ATTDmvqKwa,"Network ID: A0:2D:13:35:79:03
Encryption: WPA2
Time: 2024-11-16T17:09:06.000-08:00
Signal: -85.0
Accuracy: 10.0
Type: WIFI"
-102.32550812,31.87244797,ATTDmvqKwa,"Network ID: A0:2D:13:35:79:04
Encryption: WPA2
Time: 2024-11-16T17:08:53.000-08:00
Signal: -91.0
Accuracy: 12.0
Type: WIFI"
-102.32423401,31.87187004,ATTDmvqKwa,"Network ID: A0:2D:13:35:79:05
Encryption: WPA2
Time: 2024-10-28T16:50:17.000-07:00
Signal: -87.0
Accuracy: 10.0
Type: WIFI"
-102.3170929,31.88115692,ATTkswnena,"Network ID: A0:2D:13:36:3D:07
Encryption: WPA2
Time: 2024-11-16T16:08:53.000-08:00
Signal: -87.0
Accuracy: 26.0
Type: WIFI"
